-2.4425264889057874,-2.280297026306685,-2.0110333633995587,-2.080191548070196,-1.9702989999999998,-1.9488718380445118,-2.0527172330032277,-2.421844958549508,-1.8976030980217038,-1.9468086237418203,-1.9860069511127039,-1.9654923571658849,-1.9801,-2.2450794644497662,-2.042647511731035,-2.5308321615549523,-2.0559107834349217,-1.971146881601577,-2.0846800680878754,-2.0986667355627118,-1.9084521614522179,-2.056456512510419,-1.9098402120137887,-3.152025278721555,-2.97015,-1.9041682314356287,-2.066055196936786,-1.965156702286772,-1.9321215241585397,-2.6353499687972475,-2.279294651111086,-2.3986667474836407,-1.955188330729123,-1.9495502577687822,-2.0527172330032277,-1.8860700360000133,-2.1509900975837155,-1.9217590885360498,-2.3912473089132784,-1.9849999999999999,-2.231493897633787,-1.9701499999999998,-1.2128576608218027,-1.9779360630363447,-2.0870499641180036,-2.158910318377427,-2.4008085717591072,-2.113365446725089,-2.0704147370413706
-1.6702989880790708,-1.8541635462257624,-1.99,-1.761532795609737,-1.9009037761692353,-2.090962328445686,-1.831586869247576,-1.71103335147863,-1.7057881864178952,-2.411033339557701,-2.179136520551539,-1.4244484013132084,-1.7682288144511968,-1.6591176535200591,-2.261532795609737,-2.426629649401,-1.9312880549,-1.668616917080163,-1.699281765413074,-1.7321215360794686,-1.858910306456498,-2.043918038003885,-1.7487747671952127,-1.7940773174486744,-2.076443951755616,-2.132065395590706,-2.2791795116837026,-1.7093633647087094,-1.6929999881982805,-1.9123633529069899,-2.186693501508179,-2.4095415571361247,-1.6842573341050697,-1.8487457481845282,-1.7839083639734588,-1.99,-1.7353720910293797,-2.3267514665656535,-1.760349011920929,-2.0940000236034395,-1.9123633529069899,-1.7225265208849416,-2.3850555858810676,-1.7840800116837023,-1.867363530793759,-1.7555960219209288,-2.253306317360556,-1.7418710705786344,-1.7383631313477692
-1.865567635821751,-1.8373862825466751,-2.568567624020031,-2.348838400485821,-2.142346153182519,-1.6939230179638436,-2.07112996506691,-1.7622990118017197,-1.584411741434375,-2.1112703003499123,-1.6952397311796397,-1.9194952646804186,-2.005802835193684,-2.2138344059947856,-1.9058538731270758,-1.8244065024401537,-2.416307028837887,-1.6519307479093615,-1.792056827355507,-1.9509900499,-2.486006951112704,-1.6887953461975247,-1.753256317360556,-1.5931530787395747,-2.0703907571458373,-2.6004159004387626,-2.3098317242494124,-2.1796077333340467,-1.7380400617017195,-2.2514146332837157,-2.345224012854402,-1.6098402000928598,-1.5143257700450772,-2.5929776192109193,-1.67829800795043,-1.8887802735514185,-2.1233146720018445,-1.6425264769848584,-2.0644180260180622,-2.7143258177287928,-2.3567106014726766,-1.924759088655259,-2.4056598084265755,-2.044273842310983,-1.641273866033632,-2.6098402000928598,-1.6887953461975247,-1.7091689835616422,-2.154036093357382
-1.7043820869297333,-1.6079671460587133,-1.6601037433340462,-0.8775739118246696,-0.7970000118017196,-1.2359919626971418,-1.5810897234877943,-1.5529154248744912,-1.290000011920929,-1.0,-0.9341000895507668,-2.0534354365082095,-0.5357034635291078,-0.5009750565348142,-1.9245088930301972,-0.9762093002348542,-0.7821495118017197,-0.99,-1.0,-1.5296589757731256,-0.5,-1.341273854112703,-0.7025077334532557,-1.4418710586577055,-2.4048285441212727,-1.4488718380445118,-0.9495593923500765,-0.7802980169209289,-1.4708764296179584,-0.9445593923500765,-1.7200544292210056,-1.3760516037011503,-0.7633204856615764,-0.8773135307937592,-0.9630004785259065,-2.1354438735535104,-0.8738234430509986,-0.7191516372064644,-0.9530661050410845,-0.5196910315469846,-0.4871980246158909,-1.0,-1.2514146332837157,-0.5686014988718076,-0.5851788262529164,-0.7457732541869505,-0.7970000118017196,-0.4775027839260347,-0.99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6882960326860295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
